latitude,longitude,value,mean,median,mse_mean,mse_median,method
870000,402000,8.701818466,8.293583254202602,8.299228166953664,0.16665598815126692,0.16207894888621838,gwr_bias_corr_bootstrap_stats.csv
1134000,402000,8.002993584,7.779013646106709,7.777207348405434,0.050167012578682474,0.05097942418396502,gwr_bias_corr_bootstrap_stats.csv
1146000,402000,8.013275146,8.039539974734575,8.037412879247388,0.0006898412284565815,0.000582630166322049,gwr_bias_corr_bootstrap_stats.csv
90000,414000,10.85106182,10.815229663314742,10.822568631413606,0.0012839434527168612,0.000811861795819797,gwr_bias_corr_bootstrap_stats.csv
642000,414000,8.993122101,9.006815985071487,9.001022549352111,0.00018752246096330333,6.241708416436307e-05,gwr_bias_corr_bootstrap_stats.csv
834000,414000,8.267540932,8.188858122425769,8.182911527770026,0.006190984522494613,0.0071621360603202665,gwr_bias_corr_bootstrap_stats.csv
846000,414000,8.206905365,8.069401799741064,8.070335774156568,0.018907230458918785,0.01865125314314258,gwr_bias_corr_bootstrap_stats.csv
858000,414000,8.505244255,8.236434964555647,8.237164165656205,0.0722584346291961,0.07186693430257658,gwr_bias_corr_bootstrap_stats.csv
1146000,414000,7.99858284,7.799900881734381,7.799248747040999,0.039474520540261335,0.039734080615787586,gwr_bias_corr_bootstrap_stats.csv
1158000,414000,7.854012489,7.791817100675264,7.7878630769454915,0.0038682663288646976,0.004375744715157099,gwr_bias_corr_bootstrap_stats.csv
90000,426000,10.74794006,10.84281043703874,10.846045837760473,0.009000388439472689,0.009624743629987366,gwr_bias_corr_bootstrap_stats.csv
